date,min_temp,max_temp,avg_temp,atm_pressure,wind_speed,downfall,eff_temp
01.01.2014,-15.3,-22.9,-17.7,958.5,1,6,-21.5
02.01.2014,-7.8,-19.5,-13.3,967.8,1,1,-16.8
03.01.2014,-12.2,-18.7,-15.7,970.1,1,2,-19.3
04.01.2014,-19.3,-28.2,-23.1,966.0,0,0,-26.6
05.01.2014,-18.7,-29.0,-22.5,971.5,1,1,-26.6
06.01.2014,-24.3,-35.9,-31.1,985.3,1,0,-35.6
07.01.2014,-29.1,-37.3,-33.6,985.1,1,0,-38.2
08.01.2014,-25.5,-37.8,-28.4,975.0,1,1,-32.8
09.01.2014,-21.4,-28.6,-23.6,971.4,0,2,-27.1
10.01.2014,-20.2,-30.4,-24.4,977.8,1,2,-28.6
11.01.2014,-23.9,-33.1,-26.7,983.7,0,1,-30.4
12.01.2014,-17.9,-26.6,-19.4,980.2,1,2,-23.3
13.01.2014,-11.0,-18.5,-13.8,975.1,1,2,-17.3
14.01.2014,-7.4,-22.4,-14.1,977.7,0,0,-17.0
15.01.2014,-19.4,-26.9,-22.1,977.9,0,0,-25.5
16.01.2014,-18.0,-27.4,-22.4,978.5,0,1,-25.8
17.01.2014,-18.0,-29.6,-21.5,980.5,1,0,-25.5
18.01.2014,-16.2,-22.4,-18.6,979.2,0,1,-21.8
19.01.2014,-13.9,-28.4,-20.0,981.9,0,1,-23.3
20.01.2014,-17.4,-29.8,-21.1,974.4,0,0,-24.4
21.01.2014,-15.0,-24.5,-18.5,961.6,1,0,-22.3
22.01.2014,-11.9,-26.2,-19.1,961.1,1,1,-23.0
23.01.2014,-18.8,-27.3,-23.4,972.1,1,0,-27.5
24.01.2014,-16.9,-32.0,-23.3,976.5,2,0,-28.1
25.01.2014,-22.4,-33.9,-26.2,963.7,1,0,-30.5
26.01.2014,-16.2,-29.5,-22.0,972.3,3,0,-27.4
27.01.2014,-22.5,-35.4,-29.7,970.4,1,0,-34.2
28.01.2014,-21.0,-33.9,-24.6,963.5,1,0,-28.8
29.01.2014,-21.9,-36.0,-29.4,972.1,1,0,-33.8
30.01.2014,-26.4,-40.3,-34.3,967.9,0,0,-38.3
31.01.2014,-28.5,-41.2,-35.0,967.3,1,0,-39.7
01.02.2014,-22.7,-37.5,-26.9,976.1,3,0,-32.5
02.02.2014,-20.8,-27.2,-23.4,976.5,4,1,-29.5
03.02.2014,-16.7,-23.5,-17.9,974.2,4,1,-23.7
04.02.2014,-15.2,-19.5,-17.7,977.0,3,0,-22.8
05.02.2014,-14.0,-24.8,-19.9,978.1,2,0,-24.5
06.02.2014,-15.4,-26.3,-20.9,982.0,1,1,-24.9
07.02.2014,-17.4,-30.5,-24.4,984.5,0,1,-27.9
08.02.2014,-19.5,-31.1,-23.0,986.7,1,1,-27.1
09.02.2014,-16.0,-34.3,-24.2,984.1,1,0,-28.4
10.02.2014,-20.7,-37.2,-29.1,983.4,0,0,-32.9
11.02.2014,-24.4,-39.0,-32.1,980.8,1,1,-36.7
12.02.2014,-27.3,-41.3,-32.5,979.4,0,0,-36.4
13.02.2014,-22.9,-33.2,-26.3,973.1,0,1,-29.9
14.02.2014,-16.7,-28.6,-21.5,970.5,1,1,-25.5
15.02.2014,-20.9,-29.7,-24.6,976.0,2,0,-29.5
16.02.2014,-19.0,-30.1,-24.2,979.9,1,1,-28.4
17.02.2014,-14.0,-29.2,-21.7,980.7,1,1,-25.7
18.02.2014,-11.4,-31.1,-16.4,966.3,2,0,-20.8
19.02.2014,-6.0,-17.9,-11.0,961.0,2,0,-15.0
20.02.2014,-7.2,-23.5,-17.1,967.2,1,0,-20.9
21.02.2014,-7.0,-25.4,-15.8,968.1,1,0,-19.5
22.02.2014,-4.7,-21.9,-12.7,969.6,0,0,-15.5
23.02.2014,-2.5,-19.0,-12.0,964.6,1,0,-15.4
24.02.2014,-5.4,-19.5,-12.3,975.0,5,0,-18.4
25.02.2014,-10.2,-24.7,-17.4,984.0,2,0,-21.9
26.02.2014,-10.2,-22.1,-14.6,978.1,3,1,-19.5
27.02.2014,-13.0,-29.9,-22.8,978.5,1,0,-26.9
28.02.2014,-14.5,-31.9,-23.4,977.0,1,1,-27.5
01.03.2014,-11.5,-31.0,-22.1,976.5,1,1,-26.2
02.03.2014,-13.2,-34.4,-24.9,978.9,0,0,-28.5
03.03.2014,-12.0,-35.3,-25.1,982.5,0,0,-28.7
04.03.2014,-12.0,-33.4,-23.4,983.0,1,0,-27.5
05.03.2014,-10.2,-33.3,-21.0,982.1,1,0,-25.0
06.03.2014,-8.4,-24.0,-14.1,975.6,1,1,-17.7
07.03.2014,-7.5,-23.0,-16.0,973.8,1,1,-19.7
08.03.2014,-3.4,-25.6,-10.5,966.5,1,0,-13.9
09.03.2014,-1.0,-11.9,-4.9,967.0,3,0,-9.2
10.03.2014,-6.5,-20.9,-11.9,979.1,2,1,-16.0
11.03.2014,-3.2,-24.1,-12.7,977.7,1,0,-16.2
12.03.2014,-0.5,-17.7,-5.6,969.1,1,0,-8.6
13.03.2014,0.6,-8.4,-3.6,962.2,1,1,-6.2
14.03.2014,0.7,-15.7,-6.4,962.7,1,0,-9.4
15.03.2014,1.6,-16.3,-5.2,960.9,1,0,-8.1
16.03.2014,2.6,-16.9,-5.6,972.8,2,0,-9.3
17.03.2014,2.3,-18.8,-6.9,979.2,1,0,-9.9
18.03.2014,2.9,-14.5,-5.3,985.3,1,0,-8.2
19.03.2014,7.0,-17.5,-5.2,981.1,1,0,-8.2
20.03.2014,11.6,-13.4,-3.3,973.2,1,0,-6.1
21.03.2014,7.9,-14.5,-1.0,972.9,1,0,-3.5
22.03.2014,9.5,-10.1,-1.7,973.1,1,0,-4.4
23.03.2014,8.9,-11.9,-0.6,964.7,1,0,-3.2
24.03.2014,9.0,-7.6,2.4,962.5,2,0,-0.4
