date,min_temp,max_temp,avg_temp,atm_pressure,wind_speed,downfall,eff_temp
01.01.2014,-25.0,-26.0,-25.7,974.2,,0,
02.01.2014,-23.7,-29.4,-25.1,974.3,,,
03.01.2014,-22.2,-29.5,-25.2,978.0,,,
04.01.2014,-22.2,-36.6,-30.1,986.0,,,
05.01.2014,-13.7,-21.9,-17.1,981.4,6,,-24.2
06.01.2014,-10.8,-28.5,-17.7,977.9,,0,
07.01.2014,-25.2,-37.1,-29.7,979.2,,,
08.01.2014,-27.0,-37.8,-32.1,979.6,,0,
09.01.2014,-22.2,-36.7,-30.7,983.0,,0,
10.01.2014,-20.0,-36.5,-25.9,985.7,,0,
11.01.2014,-27.0,-39.7,-33.2,986.9,1,0,-37.8
12.01.2014,-40.9,-43.4,-41.7,986.5,,0,
13.01.2014,-34.5,-43.0,-38.3,989.3,,,
14.01.2014,-33.3,-39.9,-36.2,991.3,,,
15.01.2014,-44.0,-45.3,-44.8,993.3,,0,
16.01.2014,-40.3,-44.8,-42.7,994.1,,0,
17.01.2014,-44.1,-44.8,-44.5,994.2,,0,
18.01.2014,-36.3,-44.3,-39.1,989.8,,0,
19.01.2014,-29.0,-37.7,-33.9,988.8,,0,
20.01.2014,-28.3,-32.9,-30.9,989.0,3,0,-36.7
21.01.2014,-26.0,-29.2,-26.9,983.1,7,,-35.1
22.01.2014,-23.0,-25.2,-24.2,976.5,4,,-30.4
23.01.2014,-32.1,-34.6,-33.4,969.9,,,
24.01.2014,-34.1,-37.5,-35.7,974.8,,,
25.01.2014,-34.4,-41.3,-37.3,979.5,3,0,-43.4
26.01.2014,-33.4,-41.4,-36.8,982.1,,0,
27.01.2014,-31.9,-40.0,-35.3,979.5,,,
28.01.2014,-19.4,-37.7,-30.8,972.8,,,
29.01.2014,-7.4,-16.4,-13.6,958.7,6,,-20.4
30.01.2014,-18.8,-30.4,-23.4,957.2,,0,
31.01.2014,-3.6,-15.8,-9.6,961.2,6,,-16.2
01.02.2014,-7.9,-30.0,-18.8,969.8,6,0,-26.0
05.02.2014,-11.7,-18.4,-15.3,983.5,2,0,-19.6
06.02.2014,-10.2,-20.2,-12.7,1005.3,6,,-19.4
07.02.2014,-7.5,-10.1,-8.8,1008.4,3,0,-13.2
08.02.2014,-6.8,-18.9,-11.9,1004.9,,0,
09.02.2014,-10.9,-18.8,-14.1,1007.6,,0,
10.02.2014,-11.6,-17.7,-14.2,1005.3,,,
11.02.2014,-10.4,-21.3,-15.3,1003.0,5,0,-21.6
12.02.2014,-18.1,-21.1,-19.4,998.0,7,0,-27.3
13.02.2014,-21.6,-35.4,-28.8,999.8,,0,
14.02.2014,-22.3,-28.5,-24.4,991.4,,,
15.02.2014,-20.8,-25.5,-22.3,987.7,,0,
16.02.2014,-21.0,-27.6,-25.0,996.9,,,
17.02.2014,-24.2,-32.0,-27.9,999.3,,1,
18.02.2014,-25.6,-35.4,-31.2,1002.8,,0,
19.02.2014,-28.0,-37.2,-31.9,1000.5,,0,
20.02.2014,-25.5,-34.0,-29.4,993.5,,0,
21.02.2014,-27.2,-32.9,-30.2,988.4,,0,
22.02.2014,-18.8,-28.3,-22.1,988.6,,0,
23.02.2014,-19.2,-23.1,-21.4,980.2,6,,-28.7
24.02.2014,-19.4,-21.5,-20.9,973.5,,,
25.02.2014,-19.6,-25.0,-22.9,976.4,,,
26.02.2014,-23.0,-31.0,-28.0,987.0,,,
27.02.2014,-25.7,-36.4,-31.1,989.3,,0,
28.02.2014,-23.5,-28.5,-26.5,983.7,,,
01.03.2014,-21.2,-22.8,-21.8,985.0,,,
02.03.2014,-18.7,-28.5,-22.3,998.0,3,0,-27.7
03.03.2014,-20.6,-23.5,-21.3,998.3,6,0,-28.6
04.03.2014,-18.5,-21.6,-19.9,996.2,5,0,-26.5
05.03.2014,-17.2,-30.1,-22.7,997.7,2,0,-27.5
06.03.2014,-21.4,-27.2,-24.2,1000.1,2,0,-29.1
07.03.2014,-22.2,-35.3,-28.3,997.2,,0,
08.03.2014,-24.5,-34.6,-29.3,998.7,,0,
09.03.2014,-23.0,-32.1,-26.6,995.3,3,0,-32.2
10.03.2014,-25.4,-29.4,-27.4,992.9,3,0,-33.1
11.03.2014,-24.7,-37.6,-29.2,987.1,,0,
12.03.2014,-24.8,-37.9,-33.6,983.7,,0,
13.03.2014,-28.0,-36.3,-32.3,980.3,2,0,-37.5
14.03.2014,-28.5,-40.0,-34.4,980.7,,0,
15.03.2014,-23.9,-29.3,-25.8,974.7,2,,-30.7
16.03.2014,-19.8,-21.5,-20.9,964.6,,,
17.03.2014,-18.1,-21.8,-19.8,967.1,1,,-23.8
