date,min_temp,max_temp,avg_temp,atm_pressure,wind_speed,downfall,eff_temp
01.01.2014,-0.7,-3.7,-2.0,1013.9,4,2,-6.4
02.01.2014,-2.7,-4.4,-3.5,1021.4,4,0,-8.0
03.01.2014,-0.7,-3.9,-2.6,1018.3,3,0,-6.5
04.01.2014,-1.7,-3.9,-2.6,1012.8,3,0,-6.4
05.01.2014,-0.2,-2.0,-0.7,1008.8,1,,-2.9
06.01.2014,0.0,-1.1,-0.4,1010.0,2,0,-3.3
07.01.2014,-0.2,-1.0,-0.5,1006.8,3,1,-4.0
08.01.2014,-0.4,-1.6,-0.8,999.4,1,1,-3.0
09.01.2014,-1.4,-6.5,-4.3,1000.4,9,5,-12.2
10.01.2014,-6.4,-7.2,-6.9,1001.2,10,3,-15.7
11.01.2014,-6.2,-7.9,-7.1,1001.1,9,4,-15.3
12.01.2014,-7.7,-8.2,-7.8,1003.9,8,5,-15.4
13.01.2014,-5.5,-8.0,-6.4,1008.1,7,1,-13.3
14.01.2014,-3.5,-10.4,-5.6,1013.8,4,0,-10.5
15.01.2014,-6.7,-16.6,-11.9,1020.1,2,1,-15.9
16.01.2014,-6.0,-10.1,-6.8,1023.7,3,2,-11.1
17.01.2014,-6.2,-7.9,-6.9,1026.1,3,1,-11.2
18.01.2014,-8.0,-20.9,-13.4,1027.5,3,,-18.2
19.01.2014,-13.7,-22.8,-17.2,1027.8,4,,-22.9
20.01.2014,-16.7,-20.5,-19.0,1027.6,5,0,-25.5
21.01.2014,-9.6,-20.4,-13.2,1023.5,3,1,-18.0
22.01.2014,-7.0,-13.4,-10.5,1026.6,4,0,-15.7
23.01.2014,-12.7,-17.2,-14.8,1029.0,3,0,-19.7
24.01.2014,-8.4,-18.0,-12.5,1023.0,4,1,-17.9
25.01.2014,-9.0,-18.7,-14.4,1023.6,2,,-18.6
26.01.2014,-6.2,-16.8,-6.9,1023.9,3,,-11.2
27.01.2014,-7.7,-24.2,-16.2,1035.4,3,1,-21.2
28.01.2014,-21.5,-29.6,-24.5,1042.6,2,0,-29.3
29.01.2014,-11.7,-24.0,-14.3,1039.3,6,0,-21.2
30.01.2014,-14.7,-18.4,-16.1,1038.2,5,0,-22.4
31.01.2014,-17.0,-22.8,-20.3,1038.8,3,0,-25.6
01.02.2014,-8.5,-23.6,-14.2,1026.9,3,2,-19.1
02.02.2014,-5.5,-10.3,-7.2,1021.4,2,1,-10.8
03.02.2014,-4.0,-6.7,-5.4,1016.0,3,2,-9.5
04.02.2014,0.9,-6.2,-0.3,1014.3,3,0,-3.9
05.02.2014,0.0,-4.7,-1.6,1014.4,2,0,-4.6
06.02.2014,-4.5,-6.2,-5.2,1009.4,3,0,-9.3
07.02.2014,-6.2,-7.4,-6.7,1005.0,3,0,-10.9
08.02.2014,-3.5,-6.7,-5.1,1003.8,3,0,-9.2
09.02.2014,1.0,-2.7,-0.3,1002.6,4,1,-4.5
10.02.2014,0.7,-0.7,0.0,1008.7,3,0,-3.5
11.02.2014,-0.5,-1.0,-0.8,1008.2,5,3,-5.7
12.02.2014,-0.2,-3.4,-1.2,1006.7,3,1,-4.8
13.02.2014,-2.4,-3.9,-2.9,1005.1,2,1,-6.1
14.02.2014,0.0,-3.5,-1.2,1010.0,1,0,-3.5
15.02.2014,-0.7,-4.0,-2.4,1011.8,3,,-6.2
16.02.2014,-2.2,-8.3,-3.9,1004.7,4,1,-8.5
17.02.2014,-1.0,-3.2,-1.4,993.8,2,5,-4.4
18.02.2014,-2.2,-4.0,-3.4,993.4,3,7,-7.3
19.02.2014,-2.2,-7.0,-4.2,1000.6,4,2,-8.8
20.02.2014,-5.9,-11.5,-8.4,1011.6,4,1,-13.5
21.02.2014,-13.9,-18.3,-15.0,1019.3,2,0,-19.3
22.02.2014,-0.5,-15.3,-6.5,1009.7,6,2,-12.7
23.02.2014,1.7,-5.0,0.7,1005.1,4,1,-3.4
24.02.2014,4.7,1.4,3.4,1004.3,6,1,-1.7
25.02.2014,4.9,3.2,4.1,1012.9,6,0,-1.1
26.02.2014,2.9,0.0,1.4,1025.4,3,0,-2.0
27.02.2014,0.0,-2.7,-1.1,1023.0,2,0,-4.1
28.02.2014,0.9,-1.3,-0.1,1016.1,3,1,-3.7
01.03.2014,1.2,-2.5,-0.5,1018.3,1,0,-2.8
02.03.2014,0.0,-3.5,-1.5,1015.5,2,0,-4.7
03.03.2014,-0.2,-2.3,-1.3,1011.8,3,,-5.1
04.03.2014,0.8,-1.6,-0.5,1012.9,2,1,-3.4
05.03.2014,1.2,-0.8,0.2,1022.8,2,,-2.7
06.03.2014,1.0,-0.4,0.2,1022.1,4,0,-4.1
07.03.2014,2.2,-0.4,1.7,1012.0,4,1,-2.3
08.03.2014,2.7,1.2,2.0,998.8,6,3,-3.3
09.03.2014,3.7,1.5,2.9,1000.5,8,0,-3.9
10.03.2014,6.0,2.8,4.7,997.0,7,0,-1.2
11.03.2014,4.4,-1.0,2.1,1005.7,4,1,-2.1
12.03.2014,6.9,-1.6,3.3,1000.1,6,0,-2.1
13.03.2014,4.0,-0.7,1.8,1001.0,4,,-2.5
