date,min_temp,max_temp,avg_temp,atm_pressure,wind_speed,downfall,eff_temp
01.01.2014,-5.4,-8.9,-7.3,1003.5,5,0,-12.9
02.01.2014,-3.9,-9.8,-6.8,1004.8,3,,-11.1
03.01.2014,-4.4,-28.4,-17.4,1005.1,6,2,-24.4
04.01.2014,-30.4,-32.6,-31.2,1020.7,3,0,-37.0
05.01.2014,-19.9,-31.3,-25.9,1025.2,4,,-32.1
06.01.2014,-14.9,-22.2,-18.0,1020.1,4,1,-23.8
07.01.2014,-17.5,-19.8,-18.4,1016.3,3,0,-23.6
08.01.2014,-17.5,-20.0,-18.9,1008.7,1,0,-22.8
09.01.2014,-9.2,-19.4,-12.0,1004.1,3,0,-16.7
10.01.2014,-2.0,-11.4,-5.1,1004.5,5,0,-10.5
11.01.2014,-7.2,-12.5,-9.7,1010.4,2,,-13.6
12.01.2014,-8.0,-16.2,-11.9,1011.6,1,,-15.3
13.01.2014,-11.7,-18.2,-14.4,1007.4,2,,-18.6
14.01.2014,-3.7,-13.2,-7.1,1008.1,1,0,-10.1
15.01.2014,-4.2,-7.5,-5.3,1002.9,3,,-9.5
16.01.2014,-2.7,-10.4,-6.6,997.5,2,0,-10.2
17.01.2014,-8.4,-11.0,-9.6,1011.1,3,,-14.1
18.01.2014,-8.2,-13.4,-11.4,1009.2,2,,-15.5
19.01.2014,-5.7,-17.4,-12.3,1002.0,5,,-18.4
20.01.2014,-1.2,-17.9,-10.7,986.1,4,5,-16.0
21.01.2014,-17.5,-26.4,-22.1,994.0,6,,-29.4
22.01.2014,-14.9,-26.4,-18.2,1005.6,4,,-24.0
23.01.2014,-17.9,-22.6,-20.5,1013.4,2,,-25.1
24.01.2014,-17.4,-29.2,-22.4,1005.9,2,,-27.1
25.01.2014,-29.9,-34.4,-32.0,1014.3,2,0,-37.2
26.01.2014,-24.4,-35.5,-29.3,1012.2,2,,-34.4
27.01.2014,-20.5,-28.8,-23.9,999.6,4,1,-30.0
28.01.2014,-24.5,-29.1,-26.4,1009.9,1,0,-30.7
29.01.2014,-25.8,-33.2,-29.6,1012.5,2,,-34.7
30.01.2014,-28.5,-34.8,-30.9,1015.6,3,,-36.7
31.01.2014,-20.8,-30.6,-25.2,1018.6,4,0,-31.4
01.02.2014,-22.8,-27.6,-25.6,1026.8,3,0,-31.2
02.02.2014,-22.9,-33.0,-28.3,1034.2,1,0,-32.7
03.02.2014,-23.9,-32.8,-28.2,1025.7,1,0,-32.6
04.02.2014,-24.5,-32.0,-28.8,1020.3,1,0,-33.2
05.02.2014,-24.9,-34.3,-28.9,1020.7,1,0,-33.3
06.02.2014,-20.9,-28.6,-24.1,1025.2,2,,-28.9
07.02.2014,-19.9,-25.5,-23.1,1021.5,3,0,-28.5
08.02.2014,-19.9,-26.8,-22.9,1017.3,1,0,-27.0
09.02.2014,-19.2,-30.6,-25.7,1021.4,1,0,-30.0
10.02.2014,-19.2,-32.6,-26.0,1023.9,0,0,-29.6
11.02.2014,-20.7,-27.7,-23.6,1021.8,1,,-27.8
12.02.2014,-20.4,-28.1,-25.2,1020.7,1,0,-29.4
13.02.2014,-21.4,-30.0,-26.2,1023.5,1,0,-30.5
14.02.2014,-18.4,-32.0,-26.0,1027.1,0,0,-29.6
15.02.2014,-19.4,-32.3,-25.4,1027.8,1,0,-29.6
16.02.2014,-13.7,-26.5,-19.4,1018.8,2,,-24.0
17.02.2014,-5.2,-18.6,-6.9,1004.5,6,1,-13.1
18.02.2014,-6.4,-9.2,-7.8,998.9,2,,-11.5
19.02.2014,-7.0,-13.2,-10.3,992.0,2,,-14.3
20.02.2014,-2.0,-13.2,-4.2,985.1,3,0,-8.2
21.02.2014,-4.5,-21.9,-17.0,995.5,3,1,-22.1
22.02.2014,-21.8,-29.2,-25.1,1002.4,5,,-31.9
23.02.2014,-20.5,-31.9,-26.1,1017.6,4,0,-32.3
24.02.2014,-16.7,-26.6,-20.5,1027.8,5,0,-27.1
25.02.2014,-14.5,-20.4,-15.9,1021.6,4,1,-21.6
26.02.2014,-9.7,-15.2,-11.9,1010.4,2,1,-16.0
27.02.2014,-8.0,-18.4,-13.3,1005.5,1,,-16.8
28.02.2014,-2.2,-17.2,-7.9,1008.8,2,2,-11.6
01.03.2014,-7.4,-18.5,-11.6,1017.5,1,,-15.0
02.03.2014,-2.2,-18.7,-7.7,1018.9,4,,-12.8
03.03.2014,-7.5,-19.3,-12.8,1022.1,1,0,-16.3
04.03.2014,-10.9,-20.4,-15.4,1022.4,1,0,-19.1
05.03.2014,-6.2,-18.5,-13.1,1017.1,1,,-16.6
06.03.2014,-10.9,-18.3,-14.2,1004.8,1,0,-17.8
07.03.2014,-6.9,-18.2,-12.4,998.9,2,,-16.5
08.03.2014,-6.7,-14.1,-9.8,1006.5,3,,-14.4
09.03.2014,-5.7,-13.2,-9.9,1013.2,2,0,-13.8
10.03.2014,-3.0,-13.2,-6.6,1008.0,3,,-10.9
11.03.2014,-1.9,-6.0,-3.6,999.6,6,,-9.6
12.03.2014,-2.2,-7.8,-4.6,998.3,5,0,-10.1
13.03.2014,-1.9,-6.9,-4.5,992.3,3,0,-8.6
14.03.2014,-0.5,-6.9,-2.0,974.3,7,2,-8.4
15.03.2014,0.0,-4.1,-2.0,992.6,6,,-7.9
16.03.2014,2.4,-3.7,0.1,1002.7,5,0,-4.9
17.03.2014,1.9,-8.2,-3.0,1010.1,1,0,-5.6
18.03.2014,0.7,-8.4,-2.7,996.4,3,,-6.6
19.03.2014,3.2,-1.8,1.8,992.5,6,1,-3.7
20.03.2014,0.7,-2.0,-0.6,993.7,8,,-7.7
21.03.2014,1.7,-2.7,0.3,1004.1,4,0,-4.0
22.03.2014,1.4,-4.8,-1.2,1002.1,2,0,-4.3
23.03.2014,1.9,-5.2,-1.3,1000.1,5,1,-6.4
24.03.2014,2.4,-7.5,-1.6,1012.9,3,0,-5.5
25.03.2014,1.4,-3.8,0.0,1007.7,6,,-5.6
26.03.2014,2.7,-2.0,0.6,999.4,5,0,-4.2
27.03.2014,1.7,-6.9,-1.9,994.0,8,,-9.1
28.03.2014,0.4,-7.0,-2.5,1002.1,3,0,-6.5
29.03.2014,3.9,-5.0,0.4,1000.5,1,0,-1.9
30.03.2014,4.4,0.0,2.5,992.4,5,,-2.1
31.03.2014,10.2,-0.4,5.3,991.5,4,0,1.6
01.04.2014,3.4,1.2,2.4,996.3,3,,-1.1
02.04.2014,4.2,0.5,2.4,999.2,4,,-1.6
03.04.2014,7.7,1.0,4.1,1003.6,3,,0.8
04.04.2014,10.2,-1.7,3.8,1000.5,3,1,0.4
05.04.2014,3.9,-3.4,0.4,1009.8,4,1,-4.1
06.04.2014,6.5,-2.2,3.3,1004.2,3,0,-0.3
07.04.2014,9.2,0.0,3.1,986.1,7,7,-2.8
08.04.2014,6.9,0.0,4.1,996.3,5,,-0.5
09.04.2014,11.7,4.0,7.8,991.9,5,,3.4
10.04.2014,1.2,-3.0,-0.2,989.8,3,1,-3.9
11.04.2014,-1.2,-8.5,-4.1,1005.5,4,0,-9.0
