date,min_temp,max_temp,avg_temp,atm_pressure,wind_speed,downfall,eff_temp
01.01.2014,-0.7,-3.9,-1.5,986.7,4,0,-5.8
02.01.2014,-2.5,-3.2,-2.8,987.5,5,1,-8.0
03.01.2014,-3.0,-20.9,-11.8,995.0,3,0,-16.5
04.01.2014,-13.2,-22.3,-16.8,999.1,2,0,-21.2
05.01.2014,-9.7,-15.5,-12.4,996.3,5,0,-18.4
06.01.2014,-12.9,-14.8,-13.8,989.6,6,,-20.6
07.01.2014,-8.7,-13.7,-9.9,985.8,4,3,-15.1
08.01.2014,-2.2,-9.4,-6.6,981.6,7,1,-13.4
09.01.2014,-0.5,-6.7,-0.9,971.1,6,0,-6.4
10.01.2014,-3.5,-6.5,-4.8,969.0,2,4,-8.2
11.01.2014,-0.2,-6.8,-2.4,964.9,6,1,-8.1
12.01.2014,0.0,-2.2,-0.6,963.7,7,1,-6.8
13.01.2014,0.0,-3.3,-1.8,966.3,7,1,-8.2
14.01.2014,-0.4,-2.5,-1.1,966.3,5,0,-6.1
15.01.2014,-5.5,-11.2,-8.8,975.1,5,,-14.5
16.01.2014,-10.2,-12.1,-11.4,982.1,4,,-16.7
17.01.2014,-0.7,-12.0,-6.1,965.4,8,2,-13.6
18.01.2014,-12.5,-17.7,-16.1,969.8,6,1,-23.1
19.01.2014,-17.3,-25.9,-20.6,973.7,3,0,-25.9
20.01.2014,-15.7,-27.3,-23.2,979.6,5,,-29.9
21.01.2014,-11.5,-22.5,-13.5,986.4,6,0,-20.3
22.01.2014,-14.7,-23.1,-17.1,989.2,1,0,-20.9
23.01.2014,-13.5,-21.2,-15.2,985.6,2,,-19.5
24.01.2014,-14.0,-22.4,-17.2,984.0,5,,-23.6
25.01.2014,-20.3,-25.8,-23.1,985.1,1,0,-27.2
26.01.2014,-17.4,-29.4,-23.0,982.7,2,0,-27.8
27.01.2014,-21.9,-27.0,-24.2,984.0,3,,-29.7
28.01.2014,-23.8,-30.9,-27.5,988.6,3,,-33.2
29.01.2014,-31.3,-34.3,-32.4,997.3,7,0,-40.9
30.01.2014,-24.0,-35.0,-28.2,1004.7,3,,-33.9
31.01.2014,-21.9,-28.7,-24.6,1007.2,3,0,-30.1
01.02.2014,-16.7,-28.2,-24.2,1010.4,1,0,-28.4
02.02.2014,-19.8,-27.2,-22.2,1009.0,3,0,-27.6
03.02.2014,-17.5,-22.1,-18.9,993.0,6,1,-26.0
04.02.2014,-17.9,-23.7,-19.6,979.3,3,4,-24.8
05.02.2014,-18.4,-23.8,-20.6,978.7,4,,-26.5
06.02.2014,-20.8,-27.3,-24.7,983.7,2,0,-29.6
07.02.2014,-21.9,-32.4,-26.1,988.7,1,0,-30.4
08.02.2014,-18.0,-27.0,-20.2,991.5,4,0,-26.1
09.02.2014,-14.2,-21.8,-16.9,993.2,4,1,-22.6
10.02.2014,-12.9,-19.4,-16.0,993.8,3,,-21.0
11.02.2014,-12.0,-19.9,-13.7,991.8,4,1,-19.2
12.02.2014,-10.7,-13.3,-11.6,985.6,5,3,-17.6
13.02.2014,-6.2,-11.1,-7.9,983.8,3,1,-12.3
14.02.2014,0.0,-6.6,-3.3,985.5,5,0,-8.5
15.02.2014,-1.4,-4.2,-2.7,985.4,6,0,-8.7
16.02.2014,-4.5,-5.8,-5.0,983.1,4,0,-9.9
17.02.2014,-6.0,-8.2,-6.9,977.3,4,0,-11.8
18.02.2014,-6.0,-8.8,-7.6,966.2,4,1,-12.6
19.02.2014,-3.0,-8.3,-4.8,960.6,4,2,-9.5
20.02.2014,-3.7,-9.1,-6.1,967.0,2,,-9.7
21.02.2014,-7.9,-24.0,-16.2,975.2,4,,-21.9
22.02.2014,-21.3,-28.9,-25.6,993.5,3,0,-31.2
23.02.2014,-18.7,-28.9,-21.8,1001.7,5,0,-28.5
24.02.2014,-14.7,-21.1,-16.9,1001.5,7,1,-24.6
25.02.2014,-9.8,-18.5,-13.5,1000.5,6,0,-20.3
26.02.2014,-2.3,-12.6,-6.7,997.3,6,0,-13.1
27.02.2014,-4.5,-11.5,-7.3,995.0,3,0,-11.7
28.02.2014,-4.2,-8.1,-5.2,992.4,2,0,-8.6
01.03.2014,-5.7,-10.5,-7.4,991.8,3,0,-11.7
02.03.2014,-3.4,-11.2,-7.6,991.7,2,0,-11.3
03.03.2014,-6.4,-15.3,-9.9,990.1,2,0,-13.8
04.03.2014,-5.2,-13.4,-9.3,988.2,2,0,-13.2
05.03.2014,-6.0,-15.2,-9.7,985.5,2,0,-13.6
06.03.2014,-2.9,-12.3,-6.1,987.5,3,0,-10.4
07.03.2014,-2.3,-7.0,-4.4,994.3,3,0,-8.5
08.03.2014,-1.2,-7.9,-3.7,991.7,6,0,-9.7
09.03.2014,-0.1,-3.3,-1.8,989.6,5,0,-7.0
10.03.2014,0.2,-4.4,-2.3,986.6,8,0,-9.4
11.03.2014,1.5,-5.1,-2.5,976.6,8,0,-9.8
12.03.2014,0.9,-4.4,-1.1,972.7,3,0,-4.9
