date,min_temp,max_temp,avg_temp,atm_pressure,wind_speed,downfall,eff_temp
01.01.2014,-4.8,-14.5,-8.0,920.0,,2,
02.01.2014,-4.3,-23.5,-13.7,929.1,,2,
03.01.2014,-11.3,-25.6,-15.9,929.6,,0,
04.01.2014,-11.9,-25.7,-21.1,924.3,,1,
05.01.2014,-9.4,-26.3,-15.3,930.3,,4,
06.01.2014,-19.5,-35.1,-27.2,942.8,,1,
07.01.2014,-20.5,-39.6,-32.8,942.2,,0,
08.01.2014,-19.2,-39.6,-29.2,935.3,,0,
09.01.2014,-17.0,-34.0,-25.7,932.3,,0,
10.01.2014,-13.1,-32.7,-24.5,937.6,,0,
11.01.2014,-14.1,-33.9,-24.0,940.8,,0,
12.01.2014,-8.4,-27.4,-19.2,939.6,,0,
13.01.2014,-9.1,-28.0,-16.2,937.1,,0,
14.01.2014,-7.8,-26.8,-18.8,937.0,,0,
15.01.2014,-10.3,-30.0,-19.5,935.2,,0,
16.01.2014,-8.5,-27.7,-21.1,937.3,,0,
17.01.2014,-9.3,-27.5,-20.0,938.1,,0,
18.01.2014,-7.5,-24.8,-14.2,937.4,,1,
19.01.2014,-10.1,-28.5,-21.8,941.2,,0,
20.01.2014,-7.4,-30.0,-19.3,931.9,,0,
21.01.2014,-2.4,-24.3,-13.5,920.2,,0,
22.01.2014,-4.9,-16.3,-9.0,919.4,,1,
23.01.2014,-10.9,-29.6,-17.9,929.8,,4,
24.01.2014,-14.6,-35.1,-27.8,935.6,,0,
25.01.2014,-11.0,-35.6,-21.9,921.6,,0,
26.01.2014,-14.6,-30.7,-21.4,934.0,,0,
27.01.2014,-13.8,-37.0,-24.8,925.3,,0,
28.01.2014,-9.6,-27.8,-17.4,921.2,,2,
29.01.2014,-16.2,-31.4,-25.3,928.7,,1,
30.01.2014,-12.1,-34.5,-25.7,922.6,,0,
31.01.2014,-15.3,-37.5,-23.3,921.0,,0,
01.02.2014,-20.4,-31.8,-24.5,934.1,,2,
03.02.2014,-10.6,-35.7,-26.8,938.1,,0,
04.02.2014,-15.5,-38.7,-26.3,938.9,,0,
05.02.2014,-12.4,-38.0,-27.3,938.1,,0,
06.02.2014,-11.2,-33.7,-24.4,941.9,,0,
07.02.2014,-12.6,-32.9,-24.6,943.3,,0,
08.02.2014,-9.6,-34.7,-25.3,944.2,,0,
09.02.2014,-9.3,-36.3,-25.1,940.3,,0,
10.02.2014,-12.3,-36.3,-25.6,939.8,,0,
11.02.2014,-13.2,-30.7,-22.3,937.3,,1,
12.02.2014,-14.3,-29.6,-22.7,936.0,,1,
13.02.2014,-10.7,-35.9,-26.1,930.8,,0,
14.02.2014,-14.0,-36.5,-24.0,927.8,,0,
15.02.2014,-17.3,-27.4,-22.4,933.2,,1,
16.02.2014,-9.3,-30.4,-23.6,936.8,,0,
17.02.2014,-8.8,-35.6,-23.8,940.3,,0,
18.02.2014,-4.5,-36.4,-20.5,925.2,,0,
19.02.2014,4.3,-21.6,-10.6,919.9,,0,
20.02.2014,5.5,-20.0,-10.9,925.1,,0,
21.02.2014,5.0,-23.2,-9.2,925.8,,0,
22.02.2014,2.5,-17.8,-8.7,928.3,,0,
23.02.2014,4.5,-20.3,-8.2,922.5,,0,
24.02.2014,0.4,-13.5,-7.2,934.7,,2,
25.02.2014,-7.7,-30.1,-20.5,944.0,,1,
26.02.2014,-6.2,-34.6,-22.6,938.6,,0,
27.02.2014,-7.3,-33.8,-21.8,936.2,,0,
28.02.2014,-5.6,-31.3,-20.4,934.8,,0,
01.03.2014,-4.7,-32.5,-19.4,934.2,,0,
02.03.2014,-6.3,-29.0,-15.3,935.4,,0,
03.03.2014,-8.6,-21.4,-15.1,939.8,,1,
04.03.2014,-9.1,-27.1,-19.1,941.7,,1,
05.03.2014,-5.7,-29.9,-18.3,940.9,,0,
06.03.2014,-2.4,-31.5,-17.9,935.4,,0,
07.03.2014,0.8,-27.6,-13.4,931.7,,0,
08.03.2014,5.9,-24.0,-9.1,923.3,,0,
09.03.2014,5.9,-17.2,-5.6,926.8,,0,
10.03.2014,-5.7,-20.6,-11.8,940.1,,1,
11.03.2014,2.2,-27.6,-13.9,936.8,,0,
12.03.2014,3.8,-22.1,-8.9,930.3,,0,
