date,min_temp,max_temp,avg_temp,atm_pressure,wind_speed,downfall,eff_temp
08.01.2014,-8.0,-9.0,-8.5,,15,,-20.8
09.01.2014,-10.0,-13.0,-11.4,,12,0,-22.0
12.01.2014,-18.0,-19.0,-18.8,,6,0,-26.0
13.01.2014,-15.0,-22.0,-19.5,,5,0,-26.1
14.01.2014,-20.0,-22.0,-21.8,,1,0,-25.9
15.01.2014,-19.0,-21.0,-19.8,,2,0,-24.4
16.01.2014,-19.0,-22.0,-20.6,,4,0,-26.6
19.01.2014,-13.0,,-14.0,,13,,-25.3
20.01.2014,-9.0,-14.0,-11.2,,12,,-21.6
21.01.2014,-6.0,-7.0,-6.5,,10,,-15.2
22.01.2014,-6.0,-9.0,-7.3,,8,,-14.8
23.01.2014,-5.0,-7.0,-6.5,,3,,-10.7
26.01.2014,,,0.0,,11,0,-8.7
27.01.2014,2.0,-3.0,-0.2,,8,,-6.9
28.01.2014,4.0,2.0,3.0,,9,0,-4.1
29.01.2014,5.0,2.0,3.0,,11,,-5.4
30.01.2014,1.0,-3.0,-0.8,,8,,-7.7
02.02.2014,,,-1.0,,1,0,-3.3
03.02.2014,-1.0,-3.0,-2.2,,5,0,-7.4
04.02.2014,-4.0,-7.0,-5.8,,5,,-11.4
05.02.2014,-4.0,-6.0,-5.4,,4,,-10.3
06.02.2014,0.0,-3.0,-1.7,,7,,-8.2
07.02.2014,-2.0,-4.0,-3.0,,6,0,-9.2
09.02.2014,-4.0,-7.0,-5.5,,3,0,-9.9
10.02.2014,-3.0,-9.0,-6.1,,2,0,-9.8
11.02.2014,-7.0,-13.0,-9.7,,1,,-13.0
12.02.2014,-11.0,-19.0,-14.6,,1,,-18.3
13.02.2014,-13.0,-17.0,-14.8,,5,0,-21.1
14.02.2014,-14.0,-15.0,-14.8,,2,0,-19.1
16.02.2014,-15.0,-16.0,-15.5,,10,0,-25.1
17.02.2014,-15.0,-20.0,-16.9,,9,0,-25.9
18.02.2014,-15.0,-18.0,-16.6,,9,0,-25.6
19.02.2014,-13.0,-15.0,-14.2,,9,,-23.1
20.02.2014,-15.0,-19.0,-16.9,,8,,-25.3
21.02.2014,-17.0,-18.0,-17.8,,7,0,-25.6
24.02.2014,0.0,-1.0,-0.5,,7,,-6.6
02.03.2014,-17.0,-18.0,-17.5,,5,0,-23.9
03.03.2014,-16.0,-18.0,-17.2,,6,0,-24.3
04.03.2014,-14.0,-16.0,-15.3,,4,0,-21.0
05.03.2014,-11.0,-18.0,-13.3,,3,0,-18.3
06.03.2014,-10.0,-12.0,-10.7,,5,0,-16.8
10.03.2014,-17.0,-19.0,-18.3,,5,0,-24.8
11.03.2014,-18.0,-23.0,-19.9,,5,0,-26.5
12.03.2014,-18.0,-23.0,-21.0,,2,0,-25.7
13.03.2014,-21.0,-24.0,-22.4,,3,,-27.8
14.03.2014,-20.0,-22.0,-21.0,,2,0,-25.7
16.03.2014,-16.0,-20.0,-18.2,,4,0,-24.0
17.03.2014,-11.0,-19.0,-15.8,,4,0,-21.5
18.03.2014,-9.0,-15.0,-11.5,,3,0,-16.3
19.03.2014,-4.0,-12.0,-8.4,,4,0,-13.7
20.03.2014,-4.0,-8.0,-5.6,,8,0,-13.3
23.03.2014,-4.0,-5.0,-4.5,,7,0,-11.6
24.03.2014,-1.0,-5.0,-2.8,,6,,-8.9
25.03.2014,0.0,-3.0,-1.1,,2,,-4.2
26.03.2014,0.0,-4.0,-1.6,,1,0,-4.2
27.03.2014,-1.0,-3.0,-2.3,,2,0,-5.7
28.03.2014,-2.0,-3.0,-2.2,,4,,-6.7
30.03.2014,-2.0,-4.0,-3.0,,1,0,-5.8
31.03.2014,-1.0,-6.0,-3.4,,4,,-8.1
01.04.2014,-5.0,-6.0,-5.4,,10,,-14.2
02.04.2014,-5.0,-6.0,-5.4,,9,0,-13.7
03.04.2014,-5.0,-7.0,-5.8,,8,0,-13.4
04.04.2014,-6.0,-7.0,-6.2,,8,0,-13.8
06.04.2014,-10.0,-13.0,-11.5,,2,0,-15.5
07.04.2014,-10.0,-14.0,-11.9,,2,0,-16.0
08.04.2014,-11.0,-12.0,-11.8,,0,0,-14.5
09.04.2014,-8.0,-11.0,-10.0,,0,0,-12.7
10.04.2014,-6.0,-8.0,-7.3,,1,0,-10.5
11.04.2014,-5.0,-8.0,-6.3,,2,0,-10.0
14.04.2014,0.0,-1.0,-0.3,,8,,-7.1
15.04.2014,2.0,-2.0,-0.2,,6,,-5.8
16.04.2014,-1.0,-2.0,-1.8,,9,,-9.6
17.04.2014,-1.0,-4.0,-2.2,,6,,-8.1
18.04.2014,-2.0,-3.0,-2.2,,2,0,-5.6
20.04.2014,,,-3.0,,3,,-6.9
21.04.2014,-2.0,-4.0,-3.1,,5,,-8.5
22.04.2014,-1.0,-3.0,-2.0,,8,,-9.3
23.04.2014,2.0,-2.0,-0.7,,8,0,-7.7
24.04.2014,2.0,-4.0,-0.4,,7,,-6.8
25.04.2014,-3.0,-4.0,-3.4,,6,,-9.3
27.04.2014,,,1.0,,1,0,-1.3
28.04.2014,3.0,-2.0,0.3,,5,,-4.6
29.04.2014,-2.0,-3.0,-2.2,,5,,-7.2
30.04.2014,0.0,-1.0,-0.5,,3,,-4.0
04.05.2014,-2.0,-3.0,-2.8,,5,,-7.9
05.05.2014,-1.0,-4.0,-2.4,,4,,-6.9
06.05.2014,0.0,-2.0,-1.1,,4,,-5.6
07.05.2014,0.0,-2.0,-1.8,,3,,-5.7
08.05.2014,-1.0,-2.0,-1.2,,3,,-5.1
12.05.2014,1.0,0.0,0.4,,7,,-5.6
13.05.2014,0.0,-4.0,-1.7,,5,,-6.7
14.05.2014,2.0,-3.0,-0.8,,4,,-5.2
15.05.2014,2.0,0.0,1.2,,6,,-4.2
16.05.2014,1.0,0.0,0.8,,5,0,-3.9
18.05.2014,4.0,0.0,1.8,,1,0,-0.6
19.05.2014,4.0,0.0,1.5,,4,0,-2.7
20.05.2014,3.0,0.0,1.3,,5,0,-3.4
21.05.2014,5.0,-1.0,2.0,,3,0,-1.5
22.05.2014,3.0,0.0,1.3,,1,0,-1.1
23.05.2014,3.0,2.0,2.8,,1,0,0.6
25.05.2014,2.0,1.0,1.5,,4,0,-2.6
26.05.2014,3.0,1.0,1.9,,3,,-1.5
27.05.2014,3.0,2.0,2.4,,4,,-1.6
28.05.2014,5.0,2.0,2.9,,4,,-1.1
29.05.2014,6.0,2.0,3.9,,4,,-0.0
30.05.2014,,,5.0,,6,,-0.2
01.06.2014,3.0,2.0,2.2,,5,0,-2.6
02.06.2014,3.0,2.0,2.7,,4,,-1.3
03.06.2014,4.0,1.0,2.3,,3,,-1.0
04.06.2014,6.0,3.0,4.3,,3,0,1.0
05.06.2014,11.0,4.0,6.4,,3,0,3.2
06.06.2014,9.0,7.0,7.8,,3,0,4.7
08.06.2014,8.0,4.0,5.0,,5,0,0.3
09.06.2014,4.0,3.0,3.1,,5,0,-1.6
10.06.2014,4.0,2.0,2.7,,4,,-1.3
11.06.2014,3.0,2.0,2.8,,4,,-1.2
15.06.2014,10.0,7.0,8.5,,3,0,5.3
16.06.2014,9.0,7.0,8.2,,5,0,3.7
17.06.2014,9.0,3.0,6.0,,4,0,2.1
18.06.2014,13.0,3.0,7.4,,4,,3.7
19.06.2014,10.0,7.0,8.2,,5,0,3.9
20.06.2014,11.0,10.0,10.5,,6,0,5.7
22.06.2014,8.0,7.0,7.6,,5,0,3.3
23.06.2014,9.0,6.0,8.0,,6,0,3.3
24.06.2014,9.0,7.0,7.4,,7,0,2.0
25.06.2014,8.0,6.0,7.0,,4,0,3.5
26.06.2014,9.0,7.0,7.8,,4,0,4.3
27.06.2014,9.0,6.0,7.4,,4,0,3.8
30.06.2014,9.0,5.0,6.6,,5,,2.6
01.07.2014,6.0,5.0,5.7,,4,,2.3
02.07.2014,,,6.0,,3,0,3.3
03.07.2014,7.0,6.0,6.6,,5,0,2.6
04.07.2014,8.0,6.0,7.0,,5,0,2.9
06.07.2014,12.0,9.0,10.5,,1,0,9.7
07.07.2014,18.0,12.0,14.5,,3,0,12.4
08.07.2014,17.0,9.0,13.7,,4,0,11.0
09.07.2014,16.0,12.0,13.4,,4,0,10.5
10.07.2014,17.0,11.0,14.5,,4,0,11.6
14.07.2014,14.0,10.0,12.0,,6,0,8.1
15.07.2014,11.0,9.0,10.1,,7,,5.6
16.07.2014,11.0,10.0,10.4,,5,,7.3
17.07.2014,14.0,11.0,12.0,,3,0,9.8
18.07.2014,13.0,11.0,12.6,,5,0,8.5
20.07.2014,,,8.0,,5,,4.5
21.07.2014,9.0,7.0,8.3,,6,,4.0
22.07.2014,7.0,4.0,6.2,,5,,2.2
23.07.2014,14.0,6.0,9.4,,5,,5.9
24.07.2014,11.0,9.0,9.8,,3,0,7.5
25.07.2014,10.0,9.0,9.8,,6,0,5.5
27.07.2014,14.0,9.0,12.0,,1,0,11.2
28.07.2014,20.0,13.0,16.0,,4,0,13.5
29.07.2014,16.0,14.0,14.7,,5,0,11.3
30.07.2014,14.0,10.0,11.1,,4,,8.5
31.07.2014,13.0,10.0,11.6,,4,,9.4
01.08.2014,14.0,13.0,13.2,,7,0,9.2
03.08.2014,17.0,16.0,16.5,,3,0,15.5
04.08.2014,19.0,12.0,16.4,,3,0,15.2
05.08.2014,15.0,11.0,13.0,,3,0,11.1
06.08.2014,14.0,12.0,13.0,,5,0,9.8
07.08.2014,20.0,13.0,18.2,,7,0,14.2
08.08.2014,20.0,19.0,19.8,,9,0,14.6
10.08.2014,,,15.0,,7,0,10.5
11.08.2014,20.0,15.0,17.6,,7,0,13.4
12.08.2014,21.0,12.0,17.4,,7,0,13.0
13.08.2014,15.0,13.0,13.8,,4,0,10.9
14.08.2014,14.0,11.0,12.8,,4,0,10.0
15.08.2014,,,13.0,,4,0,10.2
17.08.2014,14.0,11.0,12.8,,4,0,10.5
18.08.2014,14.0,12.0,12.7,,4,0,10.4
19.08.2014,14.0,12.0,12.9,,6,0,9.2
20.08.2014,14.0,11.0,12.4,,5,0,9.2
21.08.2014,12.0,11.0,11.6,,5,,8.7
22.08.2014,,,12.0,,4,0,9.9
24.08.2014,15.0,12.0,13.5,,3,0,11.6
25.08.2014,15.0,10.0,12.3,,3,0,10.3
26.08.2014,14.0,12.0,13.0,,3,0,11.3
27.08.2014,13.0,12.0,12.6,,4,0,9.9
28.08.2014,13.0,9.0,11.3,,3,,8.8
29.08.2014,10.0,8.0,8.7,,5,0,4.2
31.08.2014,15.0,12.0,13.5,,4,0,11.3
01.09.2014,15.0,7.0,10.9,,5,,7.7
02.09.2014,11.0,6.0,8.2,,5,,4.2
03.09.2014,12.0,9.0,10.6,,5,0,6.4
04.09.2014,10.0,8.0,9.1,,4,,5.9
05.09.2014,,,9.0,,3,,6.5
07.09.2014,11.0,8.0,9.5,,7,0,3.9
08.09.2014,12.0,10.0,10.9,,7,0,5.5
09.09.2014,10.0,9.0,9.7,,8,,3.8
